url,domainStart,domainEnd,sslStart,sslEnd,sslIssuer,label
https-merkezi-randevu,0,365,-1,-1,,1
lzmrmlrdddd,7,358,-1,-1,,1
onlinealanhaberaidet,0,365,-1,-1,,1
taksimegider,54,310,-1,-1,,1
xn--arabaclar-0pb,6,359,-1,-1,,1
nv1salsnet,6,359,-1,-1,,1
hsguvnligecyaple,59,305,-1,-1,,1
vergiilerinionlineee,119,245,-1,-1,,1
sistem-randevu,1,364,-1,-1,,1
mobilbildirim-kredideniz,0,365,-1,-1,,1
randevucular,6,359,-1,-1,,1
www-garantibbagiris,0,365,-1,-1,,1
mhrsrandevunuz,0,365,-1,-1,,1
mxtvx0demelxrm,59,305,-1,-1,,1
metris1nolu,0,365,-1,-1,,1
xzmxerdevrxdn,0,365,-1,-1,,1
doktorunilerndvu,0,365,-1,-1,,1
lzmrmmyuklesenee,126,238,-1,-1,,1
nfsnsenffsn,1,364,-1,-1,,1
leylimdarf,0,365,-1,-1,,1
isteozamanwork7,7,358,-1,-1,,1
tatil-sepeti,3,362,-1,-1,,1
izmwqrqrnaskfna,3,362,-1,-1,,1
nvjyklemuldhaf,1,364,-1,-1,,1
odsmgecme,0,365,-1,-1,,1
lzmrmmmlrnn,7,358,-1,-1,,1
artikherskdsedsd,0,365,-1,-1,,1
dsasdasddsaadsadspaket,0,365,-1,-1,,1
mmoobbiillooonnaayyaacckk,1,364,-1,-1,,1
eml4kverrgiommdehmzeti,121,243,-1,-1,,1
saddasadssdasdadsadapaketykle,0,365,-1,-1,,1
eml4kkverirgiommdehmzeti,121,243,-1,-1,,1
kkrandum,2526,29,-1,-1,,1
randevuhizmetigov,0,365,-1,-1,,1
vergionlineyklemeqa,119,245,-1,-1,,1
istanbulbbl,1,364,-1,-1,,1
mhrserandevu,0,365,-1,-1,,1
ramazanbimcell4,0,365,-1,-1,,1
denizfffsdsdrrzartzurt,1,364,-1,-1,,1
lxhizlivegxvenilirrandxevuislemleriniz,3,362,-1,-1,,1
ziraath-tr,3,362,-1,-1,,1
trbnansdestek,1,364,-1,-1,,1
sube-garantibbva-giris,1,364,-1,-1,,1
izminliyizyklmili,60,304,-1,-1,,1
qnpbasvuruonline,13,352,-1,-1,,1
karapati,0,365,-1,-1,,1
xzmmmrmmxx,1,364,-1,-1,,1
turkiye-dogrulama,6,359,-1,-1,,1
avukatbildirimi,1,364,-1,-1,,1
avukatbildirim,1,364,-1,-1,,1
avukatbildirimler,1,364,-1,-1,,1
0nlinesmsubesizislemlerimbva,0,365,-1,-1,,1
zerkasdfqwefe,1,364,-1,-1,,1
xn--gecdsaymstn-tfb,0,365,-1,-1,,1
getiraidatonlinehaber,0,365,1,89,Let's Encrypt,1
yuzdelik-indrimlerim-cepgiris,16,349,-1,-1,,1
mhmtensylmzrndvudm,0,365,-1,-1,,1
0nlinesmsubesizislemlerims,0,365,-1,-1,,1
nvmrkdmfktmb,0,365,-1,-1,,1
trbasvurubnadestek,1,364,-1,-1,,1
nnmslmfmsmf,0,365,-1,-1,,1
nvcxd-rnddevustmsdder,3,362,-1,-1,,1
xzxmxmrmizlesin,0,365,-1,-1,,1
nasyqyza,2,363,-1,-1,,1
biologytrophy,134,230,-1,-1,,1
xsfkcmt,3,362,-1,-1,,1
devletkapinda,0,365,-1,-1,,1
bina-ncehediyeleri,270,94,-1,-1,,1
trbinancetr,312,52,-1,-1,,1
turkiye-binance,408,-44,-1,-1,,1
bina-ncehediyesi,329,35,-1,-1,,1
binance-bonus,16,349,-1,-1,,1
binance-transfer,3,362,-1,-1,,1
trbianceonline,332,32,-1,-1,,1
trbiance-iadesi,248,116,-1,-1,,1
trbiance-iade,249,115,-1,-1,,1
girisyap-trbn,59,305,-1,-1,,1
vakifiademerkezi,28,336,-1,-1,,1
iadenialedevlettenn,2527,28,-1,-1,,1
spguvende,25,340,-1,-1,,1
kredibasvurum,3507,144,-1,-1,,1
basvurubnadestek,1,364,-1,-1,,1
yurendevu,2527,28,-1,-1,,1
egrshmndvletbasvruadrsi,4,361,-1,-1,,1
yapikredibank,180,184,-1,-1,,1
ziraatkredi,333,31,-1,-1,,1
yapikredii,189,174,-1,-1,,1
yapikredimortage,361,3,-1,-1,,1
akbankwinwinkredi,754,341,-1,-1,,1
ziraatkredi,77,287,-1,-1,,1
garanti-kredi,44,320,-1,-1,,1
kredibasvurum,4,360,-1,-1,,1
0nlinesmsubesizislemler,0,365,-1,-1,,1
nasjxsuat,1,363,-1,-1,,1
stnblllgvnldddx,1,364,-1,-1,,1
ibecrgmya,0,365,-1,-1,,1
zxzmirmizlevrxdn,0,365,-1,-1,,1
annndrandvu,2527,28,-1,-1,,1
kredibasvurum,4,360,-1,-1,,1
kredi-karti,123,241,-1,-1,,1
yapkredi,34,329,-1,-1,,1
gvnlxhizlicclodmlrrr,59,305,-1,-1,,1
kreditkartenbankenwebde,341,23,-1,-1,,1
kreditkartenbankenwebdeu,341,23,-1,-1,,1
mobilbildirim-kredi,2,363,-1,-1,,1
basvuruonaydankredilerim,2,363,-1,-1,,1
firsatdenizi,22,343,-1,-1,,1
yanimdadenizim,38,326,-1,-1,,1
denizbk-online,249,115,-1,-1,,1
sahibinden,171,193,-1,-1,,1
isteozamanwork25,0,365,-1,-1,,1
v3rgexode,1,364,-1,-1,,1
tttksltsktlscc,0,365,-1,-1,,1
dnzeesdsdezcadkecliss2023,1,364,-1,-1,,1
takipcialsak,396,699,1,89,Let's Encrypt,1
sprhizmarad,0,365,-1,-1,,1
yenistlradtr,0,365,-1,-1,,1
nvxinfsrndveh,1,364,-1,-1,,1
nsmdnfsmnsmn,2,363,-1,-1,,1
nhhrndvu,2527,28,-1,-1,,1
nxvc-rndevularialmstm,5,360,-1,-1,,1
eytt-basvuru,0,365,-1,-1,,1
idcvrgdonodemescxsd,3,362,-1,-1,,1
sahibinden,25,340,-1,-1,,1
sahibinden-paramguvende,8,357,-1,-1,,1
istanbullkarttr,103,261,-1,-1,,1
gsshgssh,0,365,-1,-1,,1
glxgxlglenlkry,59,305,-1,-1,,1
xn---onlinehizmetler-rqb,1,364,-1,-1,,1
e-aidathizmetlerim,0,365,-1,-1,,1
ptesitrafikkk,0,365,-1,-1,,1
ptesitrafik,0,365,-1,-1,,1
nvl-ramzan,0,365,-1,-1,,1
nnmmskfsbgfd,0,365,-1,-1,,1
mlksmmskbsb,0,365,-1,-1,,1
zxmzxmcxmxxx,1,364,-1,-1,,1
stnblxgvldxd,0,365,-1,-1,,1
granti0nlinemsubesizislemler,0,365,-1,-1,,1
yelsopotre,66,298,-1,-1,,1
qoipaboni,66,298,-1,-1,,1
halicopnow,33,331,-1,-1,,1
oilbookongestate,32,332,-1,-1,,1
ehonlionetodo,53,311,-1,-1,,1
renomesolar,52,312,-1,-1,,1
noosaerty,52,312,-1,-1,,1
samoloangu,52,312,-1,-1,,1
sanoradesert,52,312,-1,-1,,1
steepenmount,52,312,-1,-1,,1
guidassembler,52,312,-1,-1,,1
helthbrotthersg,53,311,-1,-1,,1
lepriconloots,48,316,-1,-1,,1
ariopolanetyoa,104,260,-1,-1,,1
alishaskainz,52,312,-1,-1,,1
akermonixalif,28,336,-1,-1,,1
biribizidurdursunn1,20,345,-1,-1,,1
biribizidurdursunn2,19,346,-1,-1,,1
youtubeadvan3242,23,342,-1,-1,,1
nexsuslazim,51,313,-1,-1,,1
basvuruonaydanbnsgranti,2,363,-1,-1,,1
sigortaamnnete,2,362,-1,-1,,1
sigortaamnnetd,2,362,-1,-1,,1
budgetaracingelsin,0,365,-1,-1,,1
haslire,0,365,-1,-1,,1
aidatiade-webtalep,0,365,-1,-1,,1
epeyucuza,63,301,-1,-1,,1
sigortayerim,43,321,-1,-1,,1
sigortamnettir,8,356,-1,-1,,1
girisgaranti2023,0,365,-1,-1,,1
oglenleemlakod3meler,0,365,-1,-1,,1
budgettenarackirala,0,365,-1,-1,,1
zorlu-2023-burs-al,2527,28,-1,-1,,1
sahibinden-paranguvende,0,365,-1,-1,,1
sahibinden-get-alisveris,0,365,-1,-1,,1
yuklemrandevu,2,363,-1,-1,,1
nvvsadasdrrsadnevu,1,364,-1,-1,,1
suatxasdf,1,363,-1,-1,,1
symgrsvmsfsf,0,365,-1,-1,,1
aidatiade-sorgula,0,365,-1,-1,,1
client,122,242,-1,-1,,1
platfom,122,242,-1,-1,,1
mhdresrndevvsu,0,365,-1,-1,,1
sigoortamnete,8,356,-1,-1,,1
sigoortamnete,8,356,-1,-1,,1
ramazan-rndvu,0,365,-1,-1,,1
siigortacimnet,8,356,-1,-1,,1
jzxrtvb,153,211,-1,-1,,1
nv1selrandevsal,1,364,-1,-1,,1
nvxiirndvsukmm,1,364,-1,-1,,1
rprendvun,2,363,-1,-1,,1
nv-ciodemlerinmzi,0,365,-1,-1,,1
ingilizsiqorta,2,362,-1,-1,,1
paramguvendesahibnden,0,365,-1,-1,,1
uprendvum,2527,28,-1,-1,,1
osmygecbsvr,0,365,-1,-1,,1
xzmxmremdevrdn,0,365,-1,-1,,1
istanbul-soft,2304,249,9,81,Let's Encrypt,1
hasgirlo,1,364,-1,-1,,1
xzxmrmxdevrdxn,0,365,-1,-1,,1
ddndsdnezckecliss2023,1,364,-1,-1,,1
acikdenizv2-dijitalkredi,1,364,-1,-1,,1
yeniskerlscsc,1,364,-1,-1,,1
tuvrandevusistemi,59,305,-1,-1,,1
rnttc-rw,5,360,-1,-1,,1
hazrodmeizbn,1,364,-1,-1,,1
briimcellde,2527,28,-1,-1,,1
detaylinvyrnvu,0,365,-1,-1,,1
llkvksvlsvslvks,0,365,-1,-1,,1
sizinicinkatilim,2,363,-1,-1,,1
vetixdoxodoxod,0,365,-1,-1,,1
detalyirnvy,0,365,-1,-1,,1
xzxmrmxdevrxnd,0,365,-1,-1,,1
stnblgvnlddexx,1,364,-1,-1,,1
istegerceksizlerlekampanyafirsattechbance,178,186,-1,-1,,1
esube-teb-basvurubireysel,0,365,1,89,Let's Encrypt,1
onlinevergiodeme,0,364,1,89,Google Trust Services LLC,1
vergidairesiodeme,0,364,1,89,Google Trust Services LLC,1
betparibu174,12,353,12,352,"Cloudflare, Inc.",1
esube-teb-hediye,0,365,1,89,Let's Encrypt,1
portaal-iaadeler-aiidaat-basvuruuums12,2528,27,-1,-1,,1
parranalptekin,2,363,-1,-1,,1
bendehazir,1,363,-1,-1,,1
zsyomn,2528,27,-1,-1,,1
ekmravaswesd,0,365,-1,-1,,1
lzmmrxxguvenlx,0,365,-1,-1,,1
ceptetebgirisee,2528,27,-1,-1,,1
wwwgrntigiriskampanyakatilim,0,365,-1,-1,,1
globaltrdestegim-bn,0,365,-1,-1,,1
satisonbasvuru,1,364,-1,-1,,1
param-guvende-gets,3508,143,-1,-1,,1
esube-teb-giris,0,365,1,89,Let's Encrypt,1
oplerte,2528,27,-1,-1,,1
sdffhshjfhasdf,0,365,-1,-1,,1
onayndt,1199,261,31,59,Let's Encrypt,1
istanbulcscac,0,365,-1,-1,,1
e-devlet-onlinei-iadele-ri-portalii196,2528,27,-1,-1,,1
himmet-vakfi,1,364,-1,-1,,1
vxcdraxsijelly,0,365,-1,-1,,1
dfghjdfhjashjd,0,365,-1,-1,,1
trbasvuruonlllinecetelllllemden2,0,365,-1,-1,,1
lzzzmrguvxnlibin,0,365,-1,-1,,1
hayirdirkardess,66,298,-1,-1,,1
istanbulllxsca,0,365,-1,-1,,1
fasjkhgfwqhjk,0,365,-1,-1,,1
xn--izmirmkart-1ub,0,365,-1,-1,,1
sdmfsdmn,0,365,-1,-1,,1
bn-sorgulamalarvekatilimlaritakipet,0,365,-1,-1,,1
b1nmctrel,3,362,-1,-1,,1
ver-odemesler-069,0,365,-1,-1,,1
llzmrgxvenliykle,0,365,-1,-1,,1
ilan-no-1083977354-sahibinden,7,358,-1,-1,,1
aiddat,0,365,-1,-1,,1
iletisimiadetronlinehaber102,2528,27,-1,-1,,1
seesmskmvbdwqs,1,364,-1,-1,,1
bimcellramazann,0,365,-1,-1,,1
wwwvakfcekiliskatilimgiris,0,365,-1,-1,,1
nlvldranzdxnve,0,365,-1,-1,,1
geacassosnym,0,365,-1,-1,,1
isrsnbulaxaxsx,0,365,-1,-1,,1
sdhjfahjdasd,0,365,-1,-1,,1
trbasvuruonlinecetelllllemden2,0,365,-1,-1,,1
xzmxirimizegelsnde,0,365,-1,-1,,1
bimcellramazannn,0,365,-1,-1,,1
hgxsyklemehew,178,186,-1,-1,,1
paraam-guvende,0,365,-1,-1,,1
webbildiri-ihlal,14,351,-1,-1,,1
odemeniyaphemen,34,330,-1,-1,,1
sistemimodemeler,12,353,-1,-1,,1
oasymbasvurun,1,364,-1,-1,,1
trbasvuruonlinecetelllemden2,0,365,-1,-1,,1
bn-kampanya2023,0,365,-1,-1,,1
bnnzt,1,364,-1,-1,,1
sndleglizmr,1,364,-1,-1,,1
xzxmrmizlesinglsnde,0,365,-1,-1,,1
snwflx,0,365,-1,-1,,1
gazerax,1,363,-1,-1,,1
istdolumkartykm,143,221,-1,-1,,1
istnnblkkrt,143,221,-1,-1,,1
istnblskrt,193,171,-1,-1,,1
mhmtnrsylmz,0,365,-1,-1,,1
dayaisinivers,0,365,-1,-1,,1
nvihmxzietxwodexhzx,13,352,-1,-1,,1
nnmlsmmlmsmf,0,365,-1,-1,,1
aqualityailem,1,364,-1,-1,,1
sdfjhadsfhjasd,2,363,-1,-1,,1
ilandan-guvenli-alisverisleal,0,365,1,89,Let's Encrypt,1
paran-sahibindenalisveris,0,365,-1,-1,,1
xzxmrxdevexdemsm,0,365,-1,-1,,1
eskarttiiniizim,122,242,-1,-1,,1
uherasdmcewr,0,365,-1,-1,,1
nvlnvlnvllvl,0,365,-1,-1,,1
yardimpapara,1,364,-1,-1,,1
guvenli-tr,9,356,-1,-1,,1
balkart-ulasimm,158,206,-1,-1,,1
istllkart,136,228,-1,-1,,1
ist-n,0,365,-1,-1,,1
istanbullmanzaram,2,363,-1,-1,,1
budgetkiralla,0,365,-1,-1,,1
bn-guncelkampanya,0,365,-1,-1,,1
zmrkrtdlmyklmrzxz,0,365,-1,-1,,1
hizli-arackirala,136,228,-1,-1,,1
nvirandevu,1,363,-1,-1,,1
xzxmrmizlesin,0,365,-1,-1,,1
kiiraalikaraacrent,8,356,-1,-1,,1
guvenilir-arackiralama,138,226,-1,-1,,1
guvenilir-arackiralama,138,226,-1,-1,,1
guvenilir-arabakiralama,138,226,-1,-1,,1
guvenilir-otokiralama,138,226,-1,-1,,1
guvenilir-otokirala,138,226,-1,-1,,1
guvenilir-arabakirala,138,226,-1,-1,,1
guvenilir-otokiralama,138,226,-1,-1,,1
guvenilir-arabakiralama,138,226,-1,-1,,1
guvenilir-otokirala,138,226,-1,-1,,1
secimsorgu,5,360,-1,-1,,1
hemen-arackirala,138,226,-1,-1,,1
hemen-arabakirala,138,226,-1,-1,,1
hemen-arabakirala,138,226,-1,-1,,1
hemen-arackiralama,138,226,-1,-1,,1
hemen-arabakiralama,138,226,-1,-1,,1
hemen-otokirala,136,228,-1,-1,,1
hemen-otokirala,136,228,-1,-1,,1
hemen-otokiralama,136,228,-1,-1,,1
hemen-otokiralama,136,228,-1,-1,,1
hemen-arackiralama,138,226,-1,-1,,1
hemen-arabakiralama,138,226,-1,-1,,1
rpprendvun,1,364,-1,-1,,1
evergsanace,2,363,-1,-1,,1
otorent-arackiralama,174,190,-1,-1,,1
otorent-hizliarackirala,171,193,-1,-1,,1
otorent-hizliarackiralama,174,190,-1,-1,,1
world-trader-tr,5,360,-1,-1,,1
hizli-arabakiralama,136,228,-1,-1,,1
hizli-arackiralama,136,228,-1,-1,,1
hizli-otokirala,136,228,-1,-1,,1
hizliarackiralama,228,136,-1,-1,,1
hizliarackiralama,228,136,-1,-1,,1
net-gsm,4,361,-1,-1,,1
get-ile-satin-al,25,340,-1,-1,,1
guvenlisatinal,36,327,-1,-1,,1
b-yy,68,296,-1,-1,,1
thesquirrelgame,71,293,-1,-1,,1
bitcidex-tr,4,361,-1,-1,,1
explotrader,16,349,-1,-1,,1
bitex-tr,28,336,-1,-1,,1
nexo-tr,4,361,-1,-1,,1
birtfex,28,336,-1,-1,,1
getir-clone,225,139,-1,-1,,1
isteozamanwork30,1,364,-1,-1,,1
gecastondsmy,0,365,-1,-1,,1
dsaffdx,1,363,-1,-1,,1
gecgdsfjsgldmj,0,365,-1,-1,,1
mhrssrandevun,4,361,-1,-1,,1
merkezrandevu,2528,27,-1,-1,,1
nvendbuyuklemxa,3,362,-1,-1,,1
nmmnskldmsg,2,363,-1,-1,,1
vergimudurluk,1,363,-1,-1,,1
prrendvum,2528,27,-1,-1,,1
emlakodemlerinibura,0,365,-1,-1,,1
garantibankturkey,1,364,-1,-1,,1
fullconfidentbinnceguvenlik,2,363,-1,-1,,1
katilimgiriscekilisvkfgir,0,365,-1,-1,,1
onlne-rxndlevu,0,365,-1,-1,,1
onlne-rxndlevu,659,70,-1,-1,,1
basvuru-merkezi,4,361,-1,-1,,1
oto-rent-uygunarackirala,171,193,-1,-1,,1
oto-rent-uygunarackirala,171,193,-1,-1,,1
oto-rent-hizliotokirala,171,193,-1,-1,,1
oto-kiralama,75,289,-1,-1,,1
oto-kiralama,75,289,-1,-1,,1
oto-kiralama,75,289,-1,-1,,1
wwvcek-katilim-giris,0,365,-1,-1,,1
devletiadeleriaidat,0,365,1,89,Let's Encrypt,1
budgetarackirala,0,365,-1,-1,,1
istanbullbaba,2,363,-1,-1,,1
verimsfhsdfkl,0,365,-1,-1,,1
onlinesbszbasvurularimbva,0,365,-1,-1,,1
louisvuittonstore2013,337,27,-1,-1,,1
sigortaamnett,3,361,-1,-1,,1
secmenkaydisorgula,5,360,-1,-1,,1
b1nmcjhytl,3,362,-1,-1,,1
avisarackiralama2023,1,364,-1,-1,,1
e-dvlttislemiadat,0,365,-1,-1,,1
trxfikbxrclari-odemee,59,305,-1,-1,,1
isteozamanwork28,1,364,-1,-1,,1
vergiodemeleri,1,363,-1,-1,,1
nvxiirnvdsu,0,365,-1,-1,,1
nvlajnwqwqnrqw,0,365,-1,-1,,1
spguvendee,0,365,-1,-1,,1
s-paramguvendekurumsal,1,363,-1,-1,,1
izmykermleme,0,365,-1,-1,,1
randevu-merkezimiz,0,365,-1,-1,,1
nn-vv-ii-rndv34,0,365,-1,-1,,1
yuklemmrandevu,1,364,-1,-1,,1
verlmdgfmldgj,0,365,-1,-1,,1
istnz,2,363,-1,-1,,1
b1nmcjhlt,3,362,-1,-1,,1
cfvsfdfjkadkdfj,2,363,-1,-1,,1
baaajwcxlltryklx,27,338,-1,-1,,1
ufavarhesdwe,1,364,-1,-1,,1
almansiqortam,3,361,-1,-1,,1
randevu-merkezlerimiz,0,365,-1,-1,,1
rentsoft-arabakiralama,41,323,-1,-1,,1
rentsoft-arabakiralama,41,323,-1,-1,,1
rentsoft-arabakiralama,41,323,-1,-1,,1
rentsoft-arabakiralama,41,323,-1,-1,,1
enhizliarackiralama,3,362,-1,-1,,1
aday-basvuru-merkezi,4,361,-1,-1,,1
aday-odeme-merkezi,4,361,-1,-1,,1
ogrenciodemem,1,364,-1,-1,,1
omrrandvu,2528,27,-1,-1,,1
rentfilo-arabakiralama,61,303,-1,-1,,1
rentfilo-arabakiralama,61,303,-1,-1,,1
b3nnl,2,363,-1,-1,,1
izmykrmeleme,0,365,-1,-1,,1
nvlrxkkndnvju,0,365,-1,-1,,1
https-merkezi-randevu-hizmeti,0,365,-1,-1,,1
sizlericinkampanya,1,364,-1,-1,,1
orrendevu,2528,27,-1,-1,,1
isteozamanwork23,1,364,-1,-1,,1
garantibbvaai,2,362,-1,-1,,1
isteozamanwork21,1,364,-1,-1,,1
odrendvun,2528,27,-1,-1,,1
izmrymeykleme,0,365,-1,-1,,1
asdfkasdhjasd,2,363,-1,-1,,1
garentakiralamafilo,365,-1,-1,-1,,1
garentawebsistem,153,211,-1,-1,,1
travislekirala,12,352,-1,-1,,1
aviskiralamaonline,7,357,-1,-1,,1
abxess,4,361,-1,-1,,1
hdbankfinance,127,237,-1,-1,,1
hdbankfinance,125,239,-1,-1,,1
hdbankfinance,125,239,-1,-1,,1
hdbankfinance,100,264,-1,-1,,1
hdbankfinance,76,288,-1,-1,,1
hdbankfinance,75,289,-1,-1,,1
hdbankfinancc,70,294,-1,-1,,1
garantikredihesaplama,85,279,-1,-1,,1
sparamguvende-n,284,80,-1,-1,,1
ss-paramguvende-hizmeti,283,81,-1,-1,,1
parammguvende,240,124,-1,-1,,1
hdbankcredit,136,228,-1,-1,,1
itirazislemleri,89,275,-1,-1,,1
hdbankfinance,75,289,-1,-1,,1
hdbankfinancb,61,303,-1,-1,,1
hdbankfinancb,61,303,-1,-1,,1
bbva-verificar,39,325,-1,-1,,1
hsdedeykleme,59,305,-1,-1,,1
verif-akun-instagram,146,218,-1,-1,,1
ilanim-guvenli-dolap,27,702,-1,-1,,1
seguridad-bbva,22,343,-1,-1,,1
damlanursa,19,345,-1,-1,,1
360arackiralama,71,292,-1,-1,,1
pariboxyatirim,8,357,-1,-1,,1
biimcelliniz,131,233,-1,-1,,1
instagram-apk,62,302,-1,-1,,1
izminliyizyklmil,62,302,-1,-1,,1
guvendeodeme,178,186,-1,-1,,1
trtebislemlllerionline,3,362,-1,-1,,1
lzmirdolumcu,133,231,-1,-1,,1
dolaphizmetleriodeme,145,219,-1,-1,,1
guvenligetalisverisim,2,363,-1,-1,,1
online-islemler-acik-dnz,3,361,-1,-1,,1
bkmcllzamanlari,60,304,-1,-1,,1
avskiralikaraclar,121,243,-1,-1,,1
360araclarburada,121,243,-1,-1,,1
istnbulkart,1,364,-1,-1,,1
wwwgirisgarantikampanya,1,364,-1,-1,,1
nlvlzriandeviunuz,0,365,-1,-1,,1
xzmmmxddgvnld,2,363,-1,-1,,1
google-link,49,315,-1,-1,,1
googlemygoogle,974,120,-1,-1,,1
googletr,338,26,-1,-1,,1
nlvkrndnvnunzmerkazi,1,364,-1,-1,,1
katiliminizburadan,3,362,-1,-1,,1
basvurularim0nlinegarantizamn,1,364,-1,-1,,1
ivdvergiemlakodmehzmeti,120,244,-1,-1,,1
katiliminizburada,3,362,-1,-1,,1
dolap-guvenli-odeme,3509,142,1,89,ZeroSSL,1
bitcidextr,1,364,2,88,Google Trust Services LLC,1
isbankasi-turkiye,0,365,-1,-1,,1
grntigiris-kampanyakatilim,0,365,-1,-1,,1
grntigiris-kampanyakatilim2023,0,365,-1,-1,,1
segundaviafatura,121,243,-1,-1,,1
sahibinden-paran-guvende,3,361,-1,-1,,1
ivdodeme,120,244,-1,-1,,1
bjzxmll,120,244,-1,-1,,1
e-iade-bddk-bank-k,0,365,-1,-1,,1
bimcell-sahurcan,0,365,-1,-1,,1
binanceweb,134,230,-1,-1,,1
basvurular-bnc,64,300,-1,-1,,1
basvurular-bnc,64,300,-1,-1,,1
bonus-binance,335,29,-1,-1,,1
binance-bank,124,240,-1,-1,,1
binance-airdrop,189,175,-1,-1,,1
binancebankcoin,145,219,-1,-1,,1
snaphurl,132,232,-1,-1,,1
polarair,13,352,-1,-1,,1
bn-teknolojiarabafirsati,229,135,-1,-1,,1
bn-ancetriadefirsati,195,169,-1,-1,,1
egrsdvlethemnbasvru,1,364,-1,-1,,1
bn-hediyeetkinlikleri,215,149,-1,-1,,1
bn-teknolojimusterikatilimformu,146,218,-1,-1,,1
hgxsdodem,118,246,-1,-1,,1
jetzt-verifizieren,142,222,-1,-1,,1
kampanyabasvurusubuguneozel,172,192,-1,-1,,1
yildonumuozel-bn,35,329,-1,-1,,1
pro-payment,217,147,-1,-1,,1
independent-sale-payment,65,299,-1,-1,,1
einternet-teb-basvur,0,365,1,89,Let's Encrypt,1
metasikayetmerkezi,433,-69,-1,-1,,1
hgs-dolum,0,365,-1,-1,,1
guncelsikayetler,316,48,-1,-1,,1
guncelsikayetim,316,48,-1,-1,,1
sikayetim-var,342,22,-1,-1,,1
sikaayetvarr,257,107,-1,-1,,1
trsikayetvar,243,121,-1,-1,,1
sikayetvarturkiyem,235,129,-1,-1,,1
guncelsikayetini,232,132,-1,-1,,1
sikayetim-var-anasayfa,233,131,-1,-1,,1
sikayeetim-var-mode,226,138,-1,-1,,1
sikayetimvar,222,142,-1,-1,,1
sikayetimiz-var-2022,220,144,-1,-1,,1
halktansikayet,320,44,-1,-1,,1
sikaayetvarr,257,107,-1,-1,,1
sikaayetvarinnsta,240,124,-1,-1,,1
sikaayetvarinstta,240,124,-1,-1,,1
sikayyetvarinstta,240,124,-1,-1,,1
sikayyetvarinssta,240,124,-1,-1,,1
sikayeetvarinnsta,240,124,-1,-1,,1
sikayyetvarinnsta,240,124,-1,-1,,1
sikayeetvarinstta,240,124,-1,-1,,1
guncel-sikayetlerim-var,181,183,-1,-1,,1
guncelsikayet-var,176,188,-1,-1,,1
sikayetvar,384,346,-1,-1,,1
adinasikayetvar,265,99,-1,-1,,1
xzmrmmmxdgvnl,3,362,-1,-1,,1
zafewrkja,1,363,-1,-1,,1
mmoobbiilloonnaayyaacckkddnzzz,0,365,-1,-1,,1
ehediye-teb-basvur,0,365,1,89,Let's Encrypt,1
etaksitode,14,351,-1,-1,,1
mmoobbiilloonnaayyaacckk,1,364,2,88,Let's Encrypt,1
dnzcekiliszzsssaaadddsgg,3,362,-1,-1,,1
hakkinizdakisikayetler,3509,142,-1,-1,,1
https-muayne-hizmetlerim,0,365,-1,-1,,1
edevletmobil-iadeform,0,365,-1,-1,,1
vrgjsghsdhss,59,305,-1,-1,,1
varsansa,2529,26,-1,-1,,1
osdamadyastn,0,365,-1,-1,,1
bmdlrkjznxmx,0,365,-1,-1,,1
istanbulasjq,0,365,-1,-1,,1
tcbmm-kredikart-hizmetleredevlet,0,365,-1,-1,,1
slsmfihmlsfhs,0,365,-1,-1,,1
vergimudurluku,1,363,-1,-1,,1
rantacarr-arackiralamaa,0,365,-1,-1,,1
hediye-teb-esube,0,365,1,89,Let's Encrypt,1
instaalisveris,628,101,-1,-1,,1
kerpicten,2,363,-1,-1,,1
lzmirlebillince,0,365,-1,-1,,1
keslibdo,0,365,-1,-1,,1
ilan-no-1083977209-sahibinden,8,357,-1,-1,,1
atimlarda,2529,26,-1,-1,,1
xasistx,1,363,-1,-1,,1
gecasansastoym,0,365,-1,-1,,1
mrhmtrylmzrnd,0,365,-1,-1,,1
zxmerkcrrt,7,358,-1,-1,,1
xzxmxmrdevrdn,0,365,-1,-1,,1
slsmfhmlsfhs,0,365,-1,-1,,1
ssm,335,29,-1,-1,,1
test,160,204,-1,-1,,1
git1ab,367,1458,-1,-1,,1
cloudf1are,857,237,-1,-1,,1
xn--sahibindensatlk2el-q0cb,318,46,-1,-1,,1
ucretsizsahibinden,317,47,-1,-1,,1
sahibinden-param-guvende-odeme,320,44,-1,-1,,1
sahibindenfirsatlar,3890,126,-1,-1,,1
sahibindenparamguvendeode,318,46,-1,-1,,1
sahibindenolsun,318,46,-1,-1,,1
xodeme-hizmeti,0,365,-1,-1,,1
invest-scope,23,342,-1,-1,,1
xzxmrxdevexedglinzx,1,364,-1,-1,,1
qnpbasvuruonline,15,350,-1,-1,,1
edevlet-giriswebiadeleri-onlinehizmetler,0,365,-1,-1,,1
edevlet-banka-onlinewebiadelerim,0,365,-1,-1,,1
izmxrkxxrtbxxkiyxyxklme,1,364,-1,-1,,1
sdfjhdfasasf,0,365,-1,-1,,1
hemengeriaktar3,2529,26,-1,-1,,1
nesupcli,131,233,-1,-1,,1
basvuru0nlineonaydalar,0,365,-1,-1,,1
segurda,19,346,-1,-1,,1
harmonyworldpuppet,338,26,-1,-1,,1
programma-2023,12,353,-1,-1,,1
nvirmznshrandevual,3,362,-1,-1,,1
otoaviskiralla,119,245,-1,-1,,1
sucuklargx,2,362,-1,-1,,1
