url,domainStart,domainEnd,sslStart,sslEnd,sslIssuer,label,dlPhishingScore
gorkemyapi,5288,189,-1,-1,,0,0.002849121
etr,6650,288,51,39,Let's Encrypt,0,0.38866043
apiga,750,344,14,76,Google Trust Services LLC,0,0.05760754
kalekalip,9282,578,58,32,ZeroSSL,0,0.002527773
inegolplus,1264,195,12,78,Let's Encrypt,0,0.020128468
diagno,738,356,43,47,Sectigo Limited,0,0.09051209
osmanliambalaj,6939,729,-1,-1,,0,0.0004659329
empatiyapi,3546,105,12,78,Let's Encrypt,0,0.00845715
pc,7146,887,-1,-1,,0,0.21175498
aog,1816,374,-1,-1,,0,0.084995635
murathekim,1035,58,7,83,Let's Encrypt,0,0.06691471
squadra,3818,198,45,45,Let's Encrypt,0,0.18699616
samsungundem,443,286,1,89,Let's Encrypt,0,0.09334749
pointpop,3494,157,21,69,Let's Encrypt,0,0.12419892
dogankartal,1555,1365,-1,-1,,0,0.006723916
emresarioglu,2136,1149,287,77,"Cloudflare, Inc.",0,0.0009403797
oceanagent,2866,420,-1,-1,,0,0.13591558
gunepgrup,3409,242,-1,-1,,0,0.0013142708
gaziantepwebtasarimi,3215,436,59,31,Let's Encrypt,0,0.0031833202
odenay,8568,561,55,35,Let's Encrypt,0,0.14669698
pakmil,7700,38,10,80,Let's Encrypt,0,0.13639309
aynaci,2229,326,-1,-1,,0,0.040671375
halkhaber,2184,1101,57,33,Let's Encrypt,0,0.5665414
ankasan,4956,156,-1,-1,,0,0.0060183876
boll,987,107,26,64,Google Trust Services LLC,0,0.3813523
vanlife,1752,72,-1,-1,,0,0.0625976
cilgaaksesuar,4505,242,87,278,Sectigo Limited,0,0.0015653044
sanet,6225,348,34,56,Let's Encrypt,0,0.08877729
satilik,647,447,36,54,Let's Encrypt,0,0.028852303
bilgicleryapi,2230,325,44,321,Sectigo Limited,0,0.013281709
yol,1505,320,36,54,Let's Encrypt,0,0.14632642
ustunmobilya,2823,97,29,61,Let's Encrypt,0,0.0022310098
fatmaatay,2613,307,51,39,Google Trust Services LLC,0,0.16868843
limonkres,1536,289,13,77,Let's Encrypt,0,0.73827404
donmezlerlojistik,828,266,34,56,Let's Encrypt,0,0.0020311398
batiservis,1423,402,17,73,Let's Encrypt,0,0.11841712
burgucuisi,3858,158,-1,-1,,0,0.47934815
hysense,2866,54,34,56,Let's Encrypt,0,0.3346055
derminix,1017,807,11,79,Google Trust Services LLC,0,0.079283595
ilx,6318,985,60,30,Let's Encrypt,0,0.27923438
denizkite,885,209,-1,-1,,0,0.5199633
ezgitercume,2978,673,4,86,Let's Encrypt,0,0.0066195084
adrelektrik,2584,336,59,31,Let's Encrypt,0,0.0011082207
naturgurme,976,118,-1,-1,,0,0.003787967
yusuf-aydin,1820,370,58,32,Let's Encrypt,0,0.060313534
stila,3398,253,27,63,Google Trust Services LLC,0,0.063807964
haykocepkin,4995,117,-1,-1,,0,0.3806345
hermess,2137,52,56,34,Let's Encrypt,0,0.119015545
tedavitour,913,181,1,89,Let's Encrypt,0,0.071127206
gunaymoto,905,919,-1,-1,,0,0.14098643
aricimalimusavirlik,1786,38,34,56,Let's Encrypt,0,0.0012037399
zdsyapi,1999,191,-1,-1,,0,0.0035130423
umitboya,4693,419,29,61,Let's Encrypt,0,0.037387207
kasetcikerim,3668,348,-1,-1,,0,0.08198388
nelkit,5630,212,24,66,Let's Encrypt,0,0.01812767
alperatmaca,1627,563,21,69,Let's Encrypt,0,0.010661873
disoft,1247,212,-1,-1,,0,0.024134032
mustafakutlu,2068,487,20,70,Google Trust Services LLC,0,0.004167374
demkonenerji,3207,1174,175,190,E-TUGRA EBG BILISIM TEKNOLOJILERI VE HIZMETLERI ANONIM SIRKETI,0,0.00044629452
beyaz-melekler,4685,61,53,37,Let's Encrypt,0,0.032481827
besimik,5013,99,-1,-1,,0,0.019339122
yufka,2738,182,30,60,Google Trust Services LLC,0,0.06521552
gamo,2325,230,14,76,Google Trust Services LLC,0,0.23392186
luar,816,278,2,88,Let's Encrypt,0,0.12583348
marmaks,2517,37,-1,-1,,0,0.021886922
ledgarage,1680,145,42,48,Let's Encrypt,0,0.13688599
yerelyonetimler,425,-62,-1,-1,,0,0.016042285
integralspor,2205,714,58,32,Google Trust Services LLC,0,0.026271848
parkem,7175,128,40,50,Let's Encrypt,0,0.040488224
altiniplik,8283,846,26,64,Let's Encrypt,0,0.00206623
atcbilisim,3839,177,5,85,Let's Encrypt,0,0.018875549
maxdil,1400,425,16,74,Let's Encrypt,0,0.1118456
imajtasarim,851,243,32,58,Let's Encrypt,0,0.0065495544
dekayinsaat,1162,297,18,72,Let's Encrypt,0,0.006771053
eflow,4634,113,284,80,"DigiCert, Inc.",0,0.14016224
teksafil,3362,289,36,54,Let's Encrypt,0,0.011105249
umuttuncel,1858,332,-1,-1,,0,0.035979103
reseliva,3025,261,57,33,Google Trust Services LLC,0,0.042408146
elementspa,1487,338,32,58,Sectigo Limited,0,0.40036651
fsldanismanlik,4797,315,-1,-1,,0,0.0039482974
nrcsigorta,3817,929,26,64,Let's Encrypt,0,0.042248506
velidede,3859,157,37,53,Let's Encrypt,0,0.105102666
safiye,3283,368,44,321,"Cloudflare, Inc.",0,0.020399775
sarilar,9130,730,40,50,Let's Encrypt,0,0.08029348
mustafayavas,1102,722,-1,-1,,0,0.07851638
linetv,5482,1455,51,39,Let's Encrypt,0,0.10202687
moringano,2741,1274,-1,-1,,0,0.12764509
incekarakuruyemis,6119,1551,29,61,Let's Encrypt,0,0.026098497
makinetanitimgrubu,5722,485,-1,-1,,0,0.012934334
sulamadunyasi,4295,86,59,31,Let's Encrypt,0,0.007961144
abbvie,3985,396,221,175,DigiCert Inc,0,0.57693666
1i,441,1383,-1,-1,,0,0.063038535
satem,3180,106,46,44,Let's Encrypt,0,0.040615663
turnaahsap,6231,1072,28,62,Let's Encrypt,0,0.0014583535
nurcelil,1774,50,38,52,Let's Encrypt,0,0.013997742
yagyemezler,760,1064,28,62,Let's Encrypt,0,0.0066332123
otek,6036,172,58,32,Let's Encrypt,0,0.01301908
gunesgazetesi,130,234,-1,-1,,0,0.005231171
insomakine,1047,46,14,76,Let's Encrypt,0,0.0037232665
party21,6758,180,-1,-1,,0,0.71968234
ugurbekar,3557,94,11,79,Let's Encrypt,0,0.0049915826
aykockalip,2580,340,34,56,Let's Encrypt,0,0.0027576657
aroksijen,6630,308,4,86,Let's Encrypt,0,0.06757504
comwatch,2439,846,-1,-1,,0,0.18819627
angemiel,2300,255,17,73,Let's Encrypt,0,0.109738804
memetpecen,2221,334,-1,-1,,0,0.2693937
redwolf,4371,376,-1,-1,,0,0.1519638
kristaloil,9627,1694,24,66,Let's Encrypt,0,0.1168794
kentisi,940,154,-1,-1,,0,0.23895584
bursatagem,2177,1473,-1,-1,,0,0.012047347
bestar,7787,247,10,80,Let's Encrypt,0,0.017629461
doubleup,2968,1048,48,42,Let's Encrypt,0,0.06903874
fanustur,501,228,11,79,Let's Encrypt,0,0.011375252
uskudarkoftecisi,715,13,41,49,Let's Encrypt,0,0.0028223281
koftecibo,1535,655,4,86,Let's Encrypt,0,0.029512858
e-grup,757,337,31,59,Let's Encrypt,0,0.0030616918
hekimya,591,138,21,69,Google Trust Services LLC,0,0.010418914
hann,1962,228,37,53,Let's Encrypt,0,0.15839444
bursakalkinma,2391,164,66,24,Let's Encrypt,0,0.012083598
scudo,1074,1115,6,84,Let's Encrypt,0,0.47695422
isakom,3181,835,4,86,Let's Encrypt,0,0.09750373
verinomi,1843,347,7,83,Let's Encrypt,0,0.060229067
bmedya,232,862,57,33,Let's Encrypt,0,0.008784949
expertsystems,555,1269,211,154,DigiCert Inc,0,0.075669646
gencmuzik,6443,1591,25,65,Let's Encrypt,0,0.022750486
pisano,3348,303,44,46,Let's Encrypt,0,0.11989837
e2proje,801,293,59,31,Let's Encrypt,0,0.009998479
arancikolata,6329,244,23,67,"cPanel, Inc.",0,0.0945815
gliainovasyon,2775,145,67,23,Let's Encrypt,0,0.022025505
redlinegaraj,1397,428,-1,-1,,0,0.053734396
naturalis,2940,1441,37,53,Let's Encrypt,0,0.10377202
swisstanbul,2444,110,-1,-1,,0,0.24446452
flap,7146,522,40,50,Let's Encrypt,0,0.3949779
aksupaslanmaz,5198,1740,-1,-1,,0,0.0028045133
gunduzaydinlatma,8053,346,3,87,Let's Encrypt,0,0.008725953
plastic-factory,1044,49,-1,-1,,0,0.4627352
harbiyeinsaat,2783,137,53,37,Let's Encrypt,0,0.0047006337
directferries,4027,354,132,263,Amazon,0,0.9017284
portetech,1382,77,8,82,Let's Encrypt,0,0.009915459
artvinmaden,826,998,47,43,Google Trust Services LLC,0,0.14604527
globalyapi,1261,198,7,83,Let's Encrypt,0,0.0035122794
kitapcity,410,319,55,35,Let's Encrypt,0,0.36780435
scmteknik,778,681,-1,-1,,0,0.007798222
inter-royal,6763,175,-1,-1,,0,0.046277653
cainsaat,7,357,6,84,Let's Encrypt,0,0.007755493
fumecafe,3164,122,13,77,Let's Encrypt,0,0.06761751
egeluks,2227,1058,-1,-1,,0,0.041097514
poyrazyol,1065,28,20,70,Let's Encrypt,0,0.070671156
bayramyapi,1038,786,55,35,Let's Encrypt,0,0.0034379435
connectome,2026,1625,310,55,Sectigo Limited,0,0.15805842
3blogo,3560,91,-1,-1,,0,0.28210592
pusulanet,9170,325,-1,-1,,0,0.15893352
morarma,1065,28,0,90,Google Trust Services LLC,0,0.13449453
kalestrec,2790,130,45,45,Let's Encrypt,0,0.19729595
macellum,1793,31,17,348,"Cloudflare, Inc.",0,0.15625046
guvenmatbaasi,5464,378,-1,-1,,0,0.025107343
deltalink,4651,826,35,55,Let's Encrypt,0,0.15793987
valfon,3943,438,4,86,Let's Encrypt,0,0.041107435
yakaciksurucukursu,2159,30,1,89,Let's Encrypt,0,0.0020004278
bilalisgoren,2705,580,55,35,Let's Encrypt,0,0.032147445
albatekstil,1922,1729,-1,-1,,0,0.0018518895
eg-em,7991,42,14,76,Let's Encrypt,0,0.06552438
ataparkhotel,4539,208,54,36,Let's Encrypt,0,0.007021254
csexpert,1222,967,11,79,Let's Encrypt,0,0.06755451
sirkeciler,826,268,-1,-1,,0,0.03423612
hafriyatcilar,2790,130,-1,-1,,0,0.019345634
atlidijital,2985,301,13,77,Let's Encrypt,0,0.03111537
alminahotel,5289,188,56,34,Let's Encrypt,0,0.00957431
beyazkarinca,224,140,47,43,Let's Encrypt,0,0.0011621192
maraslioglu,5133,344,3,87,Let's Encrypt,0,0.0015384657
abdullah,5730,112,26,64,Let's Encrypt,0,0.05382095
techub,1467,1453,35,55,"cPanel, Inc.",0,0.11922299
gofeel,477,252,11,79,Google Trust Services LLC,0,0.07245903
hakanborek,690,38,21,69,Let's Encrypt,0,0.0119792735
sezeryamaninsaat,5776,66,58,32,Let's Encrypt,0,0.0015982342
mehmetcanyegen,3918,463,34,56,Let's Encrypt,0,0.0017960824
sanre,38,691,-1,-1,,0,0.10140763
medyabim,7960,1169,27,336,DigiCert Inc,0,0.032160483
tomfinansman,954,870,172,225,GlobalSign nv-sa,0,0.12006127
3nas,3259,26,119,246,Sectigo Limited,0,0.11393851
abtoto,2906,14,37,53,Let's Encrypt,0,0.040520173
vericorp,90,639,-1,-1,,0,0.26325312
martoglutarim,4960,152,72,18,"cPanel, Inc.",0,0.0013190064
barox,792,-64,-1,-1,,0,0.08566114
limtur,5365,1207,-1,-1,,0,0.01831696
dilayambalaj,3903,113,3,87,Let's Encrypt,0,0.0005880469
kartekmetal,4336,45,51,39,Let's Encrypt,0,0.0010834525
tepum,395,-32,-1,-1,,0,0.078848064
gramafon,3481,900,319,46,Sectigo Limited,0,0.37023354
kragen,209,155,-1,-1,,0,0.20453624
tinkap,5908,665,21,69,Google Trust Services LLC,0,0.034652002
yilmazlar,8674,90,-1,-1,,0,0.016481813
hadrian,7563,106,-1,-1,,0,0.3456397
yalimsantreyler,1137,322,26,64,Let's Encrypt,0,0.008384949
arslantasmermer,1362,462,7,83,Let's Encrypt,0,0.00695584
setiyapi,1393,1162,22,68,Let's Encrypt,0,0.009185753
hoginsaat,1506,319,1,89,Let's Encrypt,0,0.017582268
gunesdoor,1367,92,23,67,Let's Encrypt,0,0.01568837
zaferavcivinc,5946,262,-1,-1,,0,0.012228051
advoca,2115,440,6,84,Let's Encrypt,0,0.22770499
bogachi,1004,90,40,50,Let's Encrypt,0,0.052942455
asen,7023,280,20,70,Let's Encrypt,0,0.06895259
lot,8557,207,43,47,"cPanel, Inc.",0,0.35605076
incisoft,2453,101,37,53,Let's Encrypt,0,0.009147251
etkiliinsan,3271,380,58,32,Let's Encrypt,0,0.007040222
snmgrup,2662,258,40,50,Let's Encrypt,0,0.0016511022
dgo,3851,165,24,66,Google Trust Services LLC,0,0.1260076
yilmazer,1150,1039,48,42,Let's Encrypt,0,0.022303121
parkkaron,2361,194,12,78,Let's Encrypt,0,0.102459446
mergenkalite,3237,779,0,90,Let's Encrypt,0,0.019150237
turavit,1388,71,177,211,Sectigo Limited,0,0.14370432
tekaku,5781,61,-1,-1,,0,0.17613329
musseker,1950,605,60,30,Let's Encrypt,0,0.09979963
anatoliahome,2111,78,330,35,Sectigo Limited,0,0.041782375
hunhar,774,-46,-1,-1,,0,0.14398377
sahinler,9633,227,197,169,Sectigo Limited,0,0.08408305
datateknik,2977,674,1,89,Let's Encrypt,0,0.0037505075
mediaworld,3161,125,11,79,Let's Encrypt,0,0.013884654
tokgroup,4833,1374,-1,-1,,0,0.0052809254
promorepromosyon,765,329,14,76,Google Trust Services LLC,0,0.034009263
atikotogaz,2257,1393,210,155,Sectigo Limited,0,0.00979341
dovihome,652,76,255,109,"Cloudflare, Inc.",0,0.09776268
wagthedog,3572,78,51,39,Let's Encrypt,0,0.5702594
eyupaltindal,4005,376,18,72,Let's Encrypt,0,0.0068001235
adklik,6426,877,-1,-1,,0,0.35806045
ozsermutfak,3819,197,57,33,Let's Encrypt,0,0.0020625961
afks,5665,542,-1,-1,,0,0.2124669
ritmus,2753,897,-1,-1,,0,0.03986771
royaltechnology,774,320,31,59,Let's Encrypt,0,0.04577036
baysanendustri,4123,258,-1,-1,,0,0.0017853574
ferlitarim,3284,367,32,58,Let's Encrypt,0,0.0041983766
tv111,3293,358,21,69,Let's Encrypt,0,0.70350397
smilefish,1586,239,51,39,Let's Encrypt,0,0.21511109
etdunyasi,781,1043,-1,-1,,0,0.011925519
istanbulsuites,1316,143,-1,-1,,0,0.184605
fluart,4705,41,-1,-1,,0,0.40255165
caspiantrans,3850,166,-1,-1,,0,0.60996884
asmin,688,1136,5,85,Let's Encrypt,0,0.10218661
panolux,3657,359,42,48,Let's Encrypt,0,0.09175613
akish,786,308,3,87,Let's Encrypt,0,0.02564759
sedatcoskun,1093,0,13,77,Let's Encrypt,0,0.01783426
ette,5534,1769,-1,-1,,0,0.10603476
ecmainsaat,3929,86,59,31,Let's Encrypt,0,0.0043290122
enersan,141,223,-1,-1,,0,0.040687256
ozdeunsal,679,49,8,82,Let's Encrypt,0,0.0054557724
laleotel,3990,1121,24,66,Let's Encrypt,0,0.054022472
baby2go,5000,477,48,42,Let's Encrypt,0,0.31007951
starax,5370,472,54,36,Let's Encrypt,0,0.060680162
erkanduman,1172,287,21,69,Let's Encrypt,0,0.0045997174
ecofilo,2480,1169,44,46,Let's Encrypt,0,0.051071826
mibenco,3084,202,-1,-1,,0,0.02688626
masterguard,8869,261,-1,-1,,0,0.10143935
goldenlifes,1722,103,6,84,Let's Encrypt,0,0.043422867
pixelance,2501,783,90,0,ZeroSSL,0,0.088572174
isramarket,5035,76,-1,-1,,0,0.20708254
qualitions,1344,845,8,82,Let's Encrypt,0,0.4348886
bursabasim,1394,431,301,64,Sectigo Limited,0,0.005721009
battech,3731,285,-1,-1,,0,0.31812397
kugugelinlik,4873,969,33,57,Let's Encrypt,0,0.010603529
erayyuzey,2690,230,13,77,Let's Encrypt,0,0.035888646
sakaryagloballojistik,1269,190,17,73,Let's Encrypt,0,0.0046586175
muratcakir,959,865,-1,-1,,0,0.008832857
memoriad,6652,1381,-1,-1,,0,0.022477647
rentas,8558,206,-1,-1,,0,0.007803223
bizimhafriyat,2411,144,-1,-1,,0,0.0016583242
turkmenbasi,3706,310,12,78,Let's Encrypt,0,0.14235963
platonkitap,2432,123,266,99,Sectigo Limited,0,0.051644787
esved,519,1305,14,76,Google Trust Services LLC,0,0.036713406
ekstraweb,3369,282,63,27,Let's Encrypt,0,0.0898354
seyfuntekin,5475,367,53,37,Let's Encrypt,0,0.16484989
akmboya,4963,149,-1,-1,,0,0.0030926852
gokhanturanlioglu,1793,31,34,56,Let's Encrypt,0,0.0010132649
gizemfidan,2139,50,-1,-1,,0,0.032979958
proxy,1854,336,83,7,Let's Encrypt,0,0.20434852
spokenenglish,4386,361,22,68,Google Trust Services LLC,0,0.078067765
grup7,8849,281,309,55,"Cloudflare, Inc.",0,0.44796246
enderbetondemir,1324,135,50,40,Let's Encrypt,0,0.006896979
stonebull,960,134,-1,-1,,0,0.050705023
aytaslarnakliyat,1585,240,59,31,Let's Encrypt,0,0.012010914
mtmpackaging,970,854,51,39,Let's Encrypt,0,0.16022189
aymekmedikal,2075,115,-1,-1,,0,0.0017521814
integralgroup,2205,714,59,31,Let's Encrypt,0,0.0097884545
pehlivanpetrol,3888,493,-1,-1,,0,0.0017351798
meherelektronik,690,1134,332,33,Sectigo Limited,0,0.0017710978
sesmir,1374,85,39,51,Let's Encrypt,0,0.046792414
guvensan,4195,186,49,41,Let's Encrypt,0,0.014759125
cts,3622,1489,-1,-1,,0,0.086128145
yilpatekstil,4356,25,30,60,Let's Encrypt,0,0.002414469
denizmatbaa,180,184,3,87,Google Trust Services LLC,0,0.002369572
meltemyaman,3888,1589,57,33,Let's Encrypt,0,0.035661656
ironika,1059,34,59,31,Let's Encrypt,0,0.08653658
olmezlerdoviz,43,321,42,48,Let's Encrypt,0,0.022714406
berkmedya,2220,335,15,75,Let's Encrypt,0,0.00777778
liderkulevinc,1816,8,14,76,Let's Encrypt,0,0.0030289767
aatotomasyon,4641,836,58,32,Sectigo Limited,0,0.007448771
kardiostar,3326,325,3,87,"cPanel, Inc.",0,0.017674707
arpmedya,6484,88,17,73,Let's Encrypt,0,0.0037025323
cityplus,3991,1485,24,66,Let's Encrypt,0,0.01811857
ugurkurt,3117,169,19,71,Let's Encrypt,0,0.010150778
oyunbaz,3185,101,-1,-1,,0,0.08506013
merkezetiket,6055,153,7,83,Let's Encrypt,0,0.043594554
akinpaslanmaz,1767,57,-1,-1,,0,0.0022190507
izmirosgb,3801,215,57,33,Let's Encrypt,0,0.0009404451
dogalderman,2062,493,-1,-1,,0,0.023321014
tkart,3525,491,12,78,Google Trust Services LLC,0,0.17648475
anindabul,875,219,-1,-1,,0,0.28178263
peerlessresorthotel,1737,818,-1,-1,,0,0.34994444
nilayda,1360,99,55,35,Let's Encrypt,0,0.0977294
homing,1120,704,315,57,Sectigo Limited,0,0.18330029
turktas,1180,279,25,65,Let's Encrypt,0,0.03150005
medikaltest,1290,534,59,31,Let's Encrypt,0,0.23159666
oguzhanoto,1540,285,22,68,Let's Encrypt,0,0.0020584057
valvemakina,1016,443,17,73,Let's Encrypt,0,0.0012728918
eskisehirkalip,2408,147,49,41,Let's Encrypt,0,0.0019162503
artikel,9004,1221,22,68,Let's Encrypt,0,0.05629847
tuncmermer,4785,327,53,37,Let's Encrypt,0,0.024532996
pasteltekstil,1029,64,59,31,Let's Encrypt,0,0.003625316
dentalyum,5867,341,12,78,Let's Encrypt,0,0.0036134014
sbsolar,1534,656,42,48,Let's Encrypt,0,0.17001125
corist,2053,137,1,89,Let's Encrypt,0,0.09497352
stppetrol,4945,167,48,42,Let's Encrypt,0,0.004958698
bahcem,6840,98,15,75,Sectigo Limited,0,0.010438095
istanbultipmerkezi,7449,220,47,43,Let's Encrypt,0,0.020508623
rusyakargo,1808,382,58,32,Google Trust Services LLC,0,0.13804267
mervekocak,1814,741,42,48,Let's Encrypt,0,0.0076260585
jova,5127,1811,56,34,Let's Encrypt,0,0.18408498
aktgrup,2270,1746,299,66,"Cloudflare, Inc.",0,0.0036266425
kutayekspertiz,736,723,38,52,Let's Encrypt,0,0.0046073277
zeynlojistik,798,296,34,56,Google Trust Services LLC,0,0.0018671759
yongumruk,8919,211,-1,-1,,0,0.022376154
livari,6335,238,24,66,Let's Encrypt,0,0.13129242
gapotel,4952,160,31,59,Let's Encrypt,0,0.014722878
durden,7106,197,277,88,Sectigo Limited,0,0.08933639
rebakagit,4853,259,52,38,Let's Encrypt,0,0.011065067
qperformans,3089,197,59,31,Let's Encrypt,0,0.4779363
enotech,595,134,296,68,"Cloudflare, Inc.",0,0.014200047
normatek,7177,1221,2,88,Let's Encrypt,0,0.010431488
protrans,5093,749,5,85,Let's Encrypt,0,0.14005655
inovitalgida,2796,489,54,36,Let's Encrypt,0,0.0025446003
fudela,2439,116,11,79,Google Trust Services LLC,0,0.083001845
pizzarosso,2369,186,39,51,Let's Encrypt,0,0.01701295
atasehirevdeneve,1012,81,39,51,"cPanel, Inc.",0,0.0049732784
epr,7168,135,60,30,Let's Encrypt,0,0.10454515
inovangroup,1779,45,43,47,Let's Encrypt,0,0.005758676
jokerofis,914,180,34,56,Let's Encrypt,0,0.15529136
yapiturkinsaat,4907,205,-1,-1,,0,0.0032775279
ozcanet,4559,188,-1,-1,,0,0.0124197835
nyek,722,6,75,15,Let's Encrypt,0,0.11640465
cornomics,2626,294,59,31,Let's Encrypt,0,0.25446138
lokmahgroup,1660,165,11,79,Let's Encrypt,0,0.011567233
onderemlak,4708,1865,-1,-1,,0,0.009923541
matonline,1880,1771,22,68,Sectigo Limited,0,0.16268268
ormetemlak,8933,197,-1,-1,,0,0.025199044
coreactive,1549,641,39,51,Google Trust Services LLC,0,0.039510198
tasdemiryapi,6734,204,41,49,Let's Encrypt,0,0.0043565435
ademvehavva,4229,517,-1,-1,,0,0.12003963
adanaevdenevenakliyat,2880,40,11,79,Let's Encrypt,0,0.00279893
arteminsaat,7043,260,29,61,"cPanel, Inc.",0,0.0033283052
ochsner,8220,179,-1,-1,,0,0.26751342
zeytinlikoy,767,327,207,158,Sectigo Limited,0,0.050292093
tugceuner,2556,1094,46,44,Let's Encrypt,0,0.029583639
epazaryeri,592,137,13,77,Let's Encrypt,0,0.036824174
biobaby,4229,152,259,106,Sectigo Limited,0,0.02114278
msbalfa,3027,259,35,55,Let's Encrypt,0,0.03905835
solidsteel,709,1480,25,65,Google Trust Services LLC,0,0.594529
artipack,1424,401,49,41,Let's Encrypt,0,0.009519927
separ,1113,1441,28,62,Let's Encrypt,0,0.050994862
messolar,788,306,16,74,Let's Encrypt,0,0.024292897
ozaytac,5399,1173,30,60,Let's Encrypt,0,0.046276826
fiat,8326,72,242,155,GlobalSign nv-sa,0,0.08465731
pesente,3368,1013,351,14,Sectigo Limited,0,0.10422712
kirlisepeti,4188,558,14,76,Let's Encrypt,0,0.055420306
istanbulevdenevenakliyat,5013,99,-1,-1,,0,0.0022411412
hidro-ozcelik,7010,293,13,77,Let's Encrypt,0,0.004485143
makalelerim,439,290,-1,-1,,0,0.22860457
superfm,9583,277,42,48,Google Trust Services LLC,0,0.09481647
erhankubat,3105,1276,16,74,Let's Encrypt,0,0.0039891982
gsbtech,1648,177,43,47,Google Trust Services LLC,0,0.02766044
karnur,4685,427,54,36,Google Trust Services LLC,0,0.005825699
agacayaklarkardesler,4481,996,-1,-1,,0,0.01714691
kayasancephe,3230,55,10,80,Let's Encrypt,0,0.038342375
thetelegraph,1705,120,47,43,Let's Encrypt,0,0.20455791
zubeyirkamilakkaya,721,7,-1,-1,,0,0.015970942
severyapi,5575,267,42,48,Let's Encrypt,0,0.0060252803
farmaturk,3070,216,56,34,Let's Encrypt,0,0.004726906
egemasigorta,2219,336,-1,-1,,0,0.0032892162
medula,4566,181,47,43,Let's Encrypt,0,0.15081102
hye,914,910,42,48,Let's Encrypt,0,0.20750466
tivoli,8505,259,-1,-1,,0,0.13425305
antalyasanat,2083,107,54,36,Google Trust Services LLC,0,0.0029585708
karelyaf,5051,60,-1,-1,,0,0.017241428
seckinkaya,5245,962,119,246,Sectigo Limited,0,0.0037420306
smokehub,856,968,58,32,Let's Encrypt,0,0.53162295
babycare,2188,1,2,88,Let's Encrypt,0,0.15962796
cashmerehouse,5021,91,-1,-1,,0,0.16616826
emreotomotiv,3711,305,15,75,Let's Encrypt,0,0.0014622882
galasahne,4854,623,54,36,Let's Encrypt,0,0.078680634
pikasso,1123,701,-1,-1,,0,0.034718066
dnb,1690,135,-1,-1,,0,0.0078334315
hidroer,6290,283,-1,-1,,0,0.09159515
atcahsap,609,120,7,83,Let's Encrypt,0,0.0018289586
lusna,4155,226,8,82,"cPanel, Inc.",0,0.040809304
tecpro,6633,305,60,30,Let's Encrypt,0,0.03513324
smamuhendislik,4629,118,3,87,Let's Encrypt,0,0.0025807812
kemipol,7210,93,-1,-1,,0,0.06354473
thefabrik,3073,213,-1,-1,,0,0.026574444
isbiroptik,4848,264,13,77,"cPanel, Inc.",0,0.0032573678
aslibir,654,74,5,85,Let's Encrypt,0,0.007326148
damlagokboga,197,167,-1,-1,,0,0.0013184262
almanyachat,1030,63,-1,-1,,0,0.36003655
jolnargardenhotel,1782,42,72,18,"cPanel, Inc.",0,0.027182948
recopa,2584,701,34,56,Let's Encrypt,0,0.063897416
dorixona,1248,211,60,30,Let's Encrypt,0,0.0979562
dizaynturk,2433,122,50,40,Let's Encrypt,0,0.004431427
otomehmet,165,199,46,44,Let's Encrypt,0,0.03160212
mertgayrimenkul,2408,147,-1,-1,,0,0.0015093123
hom,1337,122,19,71,Let's Encrypt,0,0.19307455
iskeletermalpark,1688,137,8,82,Let's Encrypt,0,0.029862992
kikkoman,5790,52,32,58,Let's Encrypt,0,0.027690824
sevenstarslojistik,682,46,-1,-1,,0,0.0016511941
akpazar,1486,1800,43,47,Let's Encrypt,0,0.0597022
kalimax,2271,284,-1,-1,,0,0.041121554
uniteddental,1768,422,2,88,Let's Encrypt,0,0.012545133
pingo,834,260,6,84,Let's Encrypt,0,0.06654013
brcyazilim,4489,258,57,33,Let's Encrypt,0,0.003967134
ozkayabagirsak,1872,-48,-1,-1,,0,0.017080106
tarlakusu,683,45,31,59,Let's Encrypt,0,0.056760192
entegro,3943,438,14,76,Let's Encrypt,0,0.007811878
astanayayinlari,1198,261,41,49,Let's Encrypt,0,0.0018859261
enerjiisg,1032,61,60,30,Let's Encrypt,0,0.05977987
nepenthe,1439,1116,2,88,Let's Encrypt,0,0.6036472
fatihmakina,5289,918,55,35,Let's Encrypt,0,0.0008808957
yunuzcanatar,638,1186,29,61,Google Trust Services LLC,0,0.004178554
inmarltd,6780,888,71,19,"cPanel, Inc.",0,0.019441962
erkinyapi,6244,329,44,321,"Cloudflare, Inc.",0,0.0022438883
konyaagirvasita,5793,49,11,79,Let's Encrypt,0,0.005732244
ucanbalik,8929,201,23,67,Let's Encrypt,0,0.0046605305
retargeting,3702,314,32,58,Let's Encrypt,0,0.5893301
petrotime,2849,802,-1,-1,,0,0.088889696
