url,domainStart,domainEnd,sslStart,sslEnd,sslIssuer,label,dlPhishingScore
portal-iadeniz-son-haberler,1,364,-1,-1,,1,0.9998964
eventsbinn-ce-firsatbasvurum,3,362,-1,-1,,1,0.99999297
denizfirsatlakolaylik,2,363,-1,-1,,1,0.99820065
bn-events-basvurudays,2,363,-1,-1,,1,0.9999608
bn-events-basvurudays,2,363,-1,-1,,1,0.9999608
denizceplekolay,2,363,-1,-1,,1,0.97862774
e-devlt,0,365,-1,-1,,1,0.9910324
takilmam,4,361,-1,-1,,1,0.10480502
sahibinden,1,364,-1,-1,,1,0.99630356
amazonrview,131,234,-1,-1,,1,0.99621874
dewsq3sadx,6,359,-1,-1,,1,0.9976514
asdahsdklasdasd,1,364,-1,-1,,1,0.9929819
tmrsrglam,7,358,-1,-1,,1,0.9437944
egitimhaneburs,9,356,-1,-1,,1,0.67977494
tlkyuklemem,0,365,-1,-1,,1,0.9998963
sdfjklasklasdasd,5,360,-1,-1,,1,0.9756655
sahibinden,8,357,-1,-1,,1,0.99630356
siparis-alimi,8,357,-1,-1,,1,0.80581224
sbmsorgullma,0,365,-1,-1,,1,0.9905386
paribu-tr,0,365,-1,-1,,1,0.99993765
trmkydkntrklemt,1,364,-1,-1,,1,0.99849474
hasarsorglama,0,365,-1,-1,,1,0.13971624
aracihasrsorgkaydi,0,365,-1,-1,,1,0.6243164
onllinehasarsorglama,0,365,-1,-1,,1,0.9861226
indirimler-dyson,3,361,-1,-1,,1,0.99016094
trmcasatura,4,361,-1,-1,,1,0.8255063
digitalinkim,1,364,-1,-1,,1,0.023400541
trmshrkytsm,1,364,-1,-1,,1,0.99973816
fibabaqnk4-intt-ssvbessi-webhizmtfhbt545,2675,246,-1,-1,,1,0.9999987
fibabaqnk2-intt-ssvbessi-webhiztfnbt833,2675,246,-1,-1,,1,0.9999958
smart-investments,26,339,-1,-1,,1,0.7816331
tramerciniz2023sorgu,1,364,-1,-1,,1,0.9999577
xtmoxrandevuxx,2,363,-1,-1,,1,0.99880135
fibabaqnk6-intt-ssvbessi-webhizmtfhbt545,2675,246,-1,-1,,1,0.9999982
e-ailegenclik,4,361,-1,-1,,1,0.38398716
kredi,4,361,-1,-1,,1,0.71538
gofilom,13,352,-1,-1,,1,0.11816818
volcarsfilo,4,361,-1,-1,,1,0.72787255
posscars,4,361,-1,-1,,1,0.3120183
garanti-bbva-giris,1,364,-1,-1,,1,0.99994755
avantajbank,1,364,-1,-1,,1,0.95373243
trmkrnkyr,1,364,-1,-1,,1,0.99994147
aylaklarburda,2,363,-1,-1,,1,0.30473965
hasarsrglamanoktasi,0,365,-1,-1,,1,0.5836804
1453-434363577536346-103,25,340,-1,-1,,1,0.9999902
1453-309285736-345,35,330,-1,-1,,1,0.99996996
1453-309285736-350,32,333,-1,-1,,1,0.9999546
1453-309285736-360,32,333,-1,-1,,1,0.9998758
1453-309285736-371,29,336,-1,-1,,1,0.99998736
1453-309285736-370,29,336,-1,-1,,1,0.9999336
1453-434363577536346-105,25,340,-1,-1,,1,0.9999852
1453-434363577536346-104,25,340,-1,-1,,1,0.9999893
1453-434363577536346-108,25,340,-1,-1,,1,0.9999927
1453-434363577536346-101,25,340,-1,-1,,1,0.99999225
1453-434363577536346-106,25,340,-1,-1,,1,0.999982
1453-434363577536346-107,25,340,-1,-1,,1,0.9999932
1453-434363577536346-1001,21,344,-1,-1,,1,0.99999094
1453-844738955743-151,39,326,-1,-1,,1,0.9999908
ziraatevrak,24,341,-1,-1,,1,0.23522101
bngliadeler,0,365,-1,-1,,1,0.9812051
dosya,7,358,-1,-1,,1,0.12874953
uyapadliye,7,358,-1,-1,,1,0.88468045
aktr1,4,361,-1,-1,,1,0.88273466
1o1-a-firsatt,3,362,-1,-1,,1,0.9994697
coptrap,4,361,-1,-1,,1,0.09000615
adigeapp,4,361,-1,-1,,1,0.52462214
yawa2xk,3,362,-1,-1,,1,0.9985227
bu-hafta-kampnya,3,362,-1,-1,,1,0.9998461
feroapp,2,363,-1,-1,,1,0.39150313
cerkes,4,361,-1,-1,,1,0.09386856
popstarajdar,4,361,-1,-1,,1,0.18145698
cepts,4,361,-1,-1,,1,0.36037657
viberapp,4,361,-1,-1,,1,0.20987087
bvimcell,370,360,-1,-1,,1,0.9999716
bnfirsatiiduyurukatill,2,363,-1,-1,,1,0.9999771
vkfbnktrtr,5,359,-1,-1,,1,0.9999248
apimarket,50,315,-1,-1,,1,0.051271547
guvenlialisverissahibinden,2,362,-1,-1,,1,0.99994576
guvenlialisverisahibinden,3,362,-1,-1,,1,0.9999509
e-paramguvende,1,364,-1,-1,,1,0.99872214
vvvvvv-icioud,111,254,-1,-1,,1,0.9994223
kredigarantibbva,2,362,-1,-1,,1,0.99743855
bakiye-yukleme,2,362,-1,-1,,1,0.9999776
ucretligecisveodeme,376,354,-1,-1,,1,0.99968505
ucretligecisodemesi,376,354,-1,-1,,1,0.9962429
ucretligecisodeme,376,354,-1,-1,,1,0.9989255
descriptionscripts,164,201,-1,-1,,1,0.9973585
sortyellowapples,209,155,-1,-1,,1,0.91031104
firstblackphase,209,155,-1,-1,,1,0.99870205
statisticline,188,176,-1,-1,,1,0.8979494
trendyolplay,1,364,-1,-1,,1,0.93196464
yesillsigortta,1,364,-1,-1,,1,0.6323754
permia,66,299,-1,-1,,1,0.044959072
sigortamacil,11,353,-1,-1,,1,0.071821265
trhaber,0,365,-1,-1,,1,0.6139385
sorguweb-tr,66,299,-1,-1,,1,0.99434894
ypk-rd,1,364,-1,-1,,1,0.95522386
giris,1,364,-1,-1,,1,0.18865402
intsubevakf,13,352,-1,-1,,1,0.9987319
mytrendyol,303,61,-1,-1,,1,0.8769531
dolap-iphone,4,361,-1,-1,,1,0.9842694
giris,3,362,-1,-1,,1,0.18865402
kmh-zrt,3,362,-1,-1,,1,0.9983481
mail,4,361,-1,-1,,1,0.4089151
sahibinden-guvenli,13,352,-1,-1,,1,0.99988115
basvurugirs,257,473,-1,-1,,1,0.98418
gelkebele,6,359,-1,-1,,1,0.50433016
mail,6,359,-1,-1,,1,0.4089151
glbldstekekibi,3,362,-1,-1,,1,0.99530065
egitimhanekurumum,0,365,-1,-1,,1,0.8729057
kaanatesoglu7,27,338,-1,-1,,1,0.97663957
huzurbirligi,0,365,1,89,Let's Encrypt,1,0.017520167
bilgevakfi,11,354,-1,-1,,1,0.10669944
onaycebbbsubevakkiff,0,365,-1,-1,,1,0.99996245
dijitalwebadres-denizacik,0,365,-1,-1,,1,0.9997243
kurumsalsatisodeme,1,364,-1,-1,,1,0.9986563
sahibindenalisveris-trparanguvende-mobildepartmani,0,365,-1,-1,,1,0.9999976
tmxrxndxvx,13,352,-1,-1,,1,0.9998653
appsibbgovtr,0,365,-1,-1,,1,0.9982272
trkmgnkrlyk,2,363,-1,-1,,1,0.9997187
elbirligim,0,365,1,89,Let's Encrypt,1,0.03814131
xn--eqrnerntry-8db33bga70g,1,364,-1,-1,,1,0.999995
vamitmosasak,1,364,-1,-1,,1,0.0983456
trmrxcbkrt,0,365,-1,-1,,1,0.99996436
agustosglbalfirsatbasvurususongun,0,365,-1,-1,,1,0.999979
rtrmtmrm,4,361,-1,-1,,1,0.9912176
deneyelimduyuruya,14,351,-1,-1,,1,0.9799886
vxrgidairesx,13,352,-1,-1,,1,0.99843925
emlakvergisiodeme,0,365,1,89,Let's Encrypt,1,0.99996006
arachasarsorgulmm,1,364,-1,-1,,1,0.9242018
vakifbank2007gamilcom,6674,265,-1,-1,,1,0.999984
denizdegiris-basvrun,0,365,-1,-1,,1,0.99995875
ozdemirdernegi,1,364,1,89,Let's Encrypt,1,0.013234138
basicislem,4126,256,-1,-1,,1,0.9125006
bnsonlinedestektr,0,365,-1,-1,,1,0.9999138
tvmasmasmak,61,304,-1,-1,,1,0.22435197
hizlirandevu,8,357,-1,-1,,1,0.9969651
bnasdestektr,0,365,-1,-1,,1,0.9998394
girisyapmobildenbnb,314,50,-1,-1,,1,0.9999548
geritmgelma,3,362,-1,-1,,1,0.48040548
jwlxst,0,365,-1,-1,,1,0.9999285
xn--denzde-grs-basvurun-i5cfb,0,365,-1,-1,,1,0.99999154
nasdxscxsa3das,75,290,-1,-1,,1,0.99973863
tabpurnndvvu,1,364,-1,-1,,1,0.99887735
thedemoinservice,66,299,-1,-1,,1,0.86029917
estafeta-track,5,360,-1,-1,,1,0.99597555
dijit-al-web,0,365,-1,-1,,1,0.99921834
nvssmdaksdnmk,7,358,-1,-1,,1,0.9999685
vakifbankonline,3,362,-1,-1,,1,0.99959224
basvuru-formu,2,363,-1,-1,,1,0.9997874
basvuruday-bn-global,1,364,-1,-1,,1,0.99997485
basvurudays-bn-global,1,364,-1,-1,,1,0.9999039
basvurudays-bn-global,1,364,-1,-1,,1,0.9999039
ertelemeli-basvurun,1,364,-1,-1,,1,0.99912506
denizimizpromosyonlarilebizimlemutluoldugunuzicintsk,2,363,-1,-1,,1,0.9999422
denizmobilsizeozel,1,364,-1,-1,,1,0.9998574
denizonlinefirsatgezegeni,1,364,-1,-1,,1,0.99993813
portal-iadeniz-son-haberler,4,361,-1,-1,,1,0.9998964
garantiiis,2,363,-1,-1,,1,0.9966204
ossymslonln,147,218,-1,-1,,1,0.9789563
altunorhanlive,14,351,-1,-1,,1,0.38348356
sorguplus,47,318,-1,-1,,1,0.08815317
rotate,178,186,-1,-1,,1,0.065856814
panelcik,33,332,-1,-1,,1,0.05654184
t-m-o-adsoads,10,355,-1,-1,,1,0.99457425
vdsabhkjdfsdsd,2,363,-1,-1,,1,0.9999875
aracvehsrlordan,1,364,-1,-1,,1,0.9967608
exower,186,177,-1,-1,,1,0.12971506
istnlb,1,364,-1,-1,,1,0.90571564
bahsetbizeparadan,3,362,-1,-1,,1,0.8590417
websorgu-tr,0,365,-1,-1,,1,0.9350245
ibbbrkkkarrttyklmeee,0,365,-1,-1,,1,0.99997973
sahibindenmobil-tr-mobildepartmani,0,365,-1,-1,,1,0.9999299
kampanya,1,364,-1,-1,,1,0.9990958
basvuru,1,365,-1,-1,,1,0.9952545
ajansevakifbasvurukrediasanse,1,365,-1,-1,,1,0.99992573
acikdeniz,0,365,-1,-1,,1,0.83700734
firsatlaridegerlendir,0,365,-1,-1,,1,0.9997433
acikdeniz,0,365,-1,-1,,1,0.83700734
degerlendirdeniz,0,365,-1,-1,,1,0.9954855
firsatdegerlendirdeniz,0,365,-1,-1,,1,0.99997437
acikdeniz,0,365,-1,-1,,1,0.83700734
sumerinc,1,364,-1,-1,,1,0.097344324
seckinyardim,5,360,-1,-1,,1,0.73483104
ttramer35,6,359,-1,-1,,1,0.97662693
tmlorlaoldedi,14,351,-1,-1,,1,0.35495996
sube,0,365,-1,-1,,1,0.671069
denizbanklacebimde,0,365,-1,-1,,1,0.9999573
xn--trkiyegiriyaptrr-jzb50p,2,363,-1,-1,,1,0.9999932
acikdeniz-kampanya-basvur,2,363,-1,-1,,1,0.9999883
bimceel,374,356,-1,-1,,1,0.99953616
tcbasvurgovtr,0,365,-1,-1,,1,0.99991
esyavarmiiiabe,2,363,-1,-1,,1,0.99973744
emlkport,1,364,-1,-1,,1,0.20503016
evleniyoruzkredisi,2,363,-1,-1,,1,0.11420914
yardimdestekisigi,3,362,-1,-1,,1,0.9998938
evliliykredisibavsurusu,1,364,-1,-1,,1,0.97831184
ozyurtdernegi,1,364,2,88,Let's Encrypt,1,0.003285098
xn--trtmhaberduyurularonline-xsc70l,1,364,-1,-1,,1,0.9999918
kueryrjndm,5,360,-1,-1,,1,0.99994457
icra,1,364,-1,-1,,1,0.10031686
acikdeniz,0,365,-1,-1,,1,0.83700734
firsatlaridegerlendirdeniz,0,365,-1,-1,,1,0.9999802
acik-dijital,1,364,-1,-1,,1,0.88380915
474rebels,131,234,-1,-1,,1,0.5601645
denizpromosyonyeniciktidenemekicindevam,2,363,-1,-1,,1,0.9999827
akbank-giris,3,362,-1,-1,,1,0.99973875
tradingzoneup,77,288,-1,-1,,1,0.85434836
siparisalim,28,337,-1,-1,,1,0.0109227495
sahibinden-guvenli,28,337,-1,-1,,1,0.99988115
sahibinden-ode,274,90,-1,-1,,1,0.99989617
sget-satis,274,90,-1,-1,,1,0.7803015
online-siparis,9,355,-1,-1,,1,0.99853027
online-siparis,9,355,-1,-1,,1,0.99853027
mertaltunnss,15,350,-1,-1,,1,0.55586934
tarnbayiii,0,365,-1,-1,,1,0.9923941
fibabaqnk4-intt-ssvbessi-webhizmtftkn642,2677,244,291,78,Sectigo Limited,1,0.99999905
dolap,358,6,-1,-1,,1,0.20444994
jetyazilim,358,6,54,36,Let's Encrypt,1,0.0024153648
1o1-a-firsatlar,2,363,-1,-1,,1,0.99781644
trmrcrsmbz,1,364,-1,-1,,1,0.99974066
trendyol,20,345,-1,-1,,1,0.3991819
s-ode,20,345,-1,-1,,1,0.2997079
evlilikzamanim,63,302,-1,-1,,1,0.2271045
hasarsorgulama,217,147,-1,-1,,1,0.43633753
trmrsorgutr,61,304,-1,-1,,1,0.9943592
emsg-sorgu,107,258,-1,-1,,1,0.9938532
kargosorgulamaniz,48,316,-1,-1,,1,0.97014356
sorgulamazamanim,39,326,-1,-1,,1,0.990807
e-portalsorgum,92,273,-1,-1,,1,0.9609143
arachasarsorgulamaplatform,8,357,-1,-1,,1,0.995555
kmsizinleburada,0,365,-1,-1,,1,0.77456653
gratisguzellikmerkezleri,17,347,-1,-1,,1,0.5752741
dvltonlineislmgovxtrc2,0,365,-1,-1,,1,0.9998642
ennnnnnnnn,1,364,-1,-1,,1,0.9909485
bn-security-servicesdaybasvurum,1,364,-1,-1,,1,0.9999901
vdseldvt-svrt,1,364,-1,-1,,1,0.9999634
ibttbkrrttyklmeeee,0,365,-1,-1,,1,0.9999759
garantts,2,363,-1,-1,,1,0.7011289
aracimizsorgulayin,1,364,-1,-1,,1,0.9996692
paramguvende,1,364,-1,-1,,1,0.9941935
grantsts,2,363,-1,-1,,1,0.7062606
sigotaladim,0,365,1,89,Let's Encrypt,1,0.57974845
sigortladim,0,365,1,89,Let's Encrypt,1,0.8858632
sahibinden-sahibinden,5,360,1,89,Google Trust Services LLC,1,0.99999774
urun-guvenli-alim,3,362,4,86,Google Trust Services LLC,1,0.99931383
denizmobilportal,3,362,-1,-1,,1,0.9993926
bassvurularimtrpromosyonlarim,3,362,-1,-1,,1,0.99963367
sahibindenilanver,87,278,-1,-1,,1,0.9995016
guvenliodeme,5400,77,-1,-1,,1,0.9999329
eskartyukleme,1,364,2,88,Google Trust Services LLC,1,0.99982494
odemeleniz-tr,1,364,-1,-1,,1,0.9999833
odemeleriniz-tr,1,364,-1,-1,,1,0.99998426
evlenirmisinbenle3,60,304,1,89,Google Trust Services LLC,1,0.99976236
jstanbulum,236,128,1,89,Google Trust Services LLC,1,0.82505435
bu-haftaki-kampanya-indirim,0,365,1,89,Google Trust Services LLC,1,0.99997556
teknosakampanya,1,363,1,89,Let's Encrypt,1,0.9999033
trbnbkampanyafirsatcekilislerisizlericin,0,365,1,89,Google Trust Services LLC,1,0.99999917
senkimsinyaaa,8,357,1,89,Google Trust Services LLC,1,0.028192848
rnedavu,1,364,2,88,Google Trust Services LLC,1,0.6878441
trmsmhjsrdc,0,365,1,89,Google Trust Services LLC,1,0.9998528
vakiiiffff,0,365,1,89,Let's Encrypt,1,0.99989283
trmrrcma,1,364,2,88,Google Trust Services LLC,1,0.99577636
checkgearlife,91,274,1,89,Let's Encrypt,1,0.5178793
trbnbkampanyafirsatburada,0,365,-1,-1,,1,0.99991095
zehirshop,10,355,-1,-1,,1,0.011496373
bu-haftaki-kampanyalar,7,358,-1,-1,,1,0.9994942
a101a,7,358,-1,-1,,1,0.81141776
trbnbkampanyafirsat,0,365,-1,-1,,1,0.9999795
basvur-turkiye-ailevegenc,0,365,-1,-1,,1,0.9999671
vakiifffffs,1,364,-1,-1,,1,0.9999422
get-paramguvende-sahbnden,1,363,1,89,Let's Encrypt,1,0.99996376
altinbasvurusizinicinhazirlandigloball,0,365,-1,-1,,1,0.9997614
kesintisizislemlerinizonline,0,365,-1,-1,,1,0.9999821
1o1-online-firsat,0,365,-1,-1,,1,0.99992144
1o1-firsat-kapida,0,365,-1,-1,,1,0.99815327
dijitalkampanyaweb-denizacik,0,365,-1,-1,,1,0.9999089
dijitallog,0,365,-1,-1,,1,0.06876797
get-sahibinden-param-guvende,1,363,1,89,Let's Encrypt,1,0.9999988
101kampanyahaberleregel,1,364,2,88,Let's Encrypt,1,0.9963381
catilcampaningttoddayslif6979,0,365,-1,-1,,1,0.9999671
tabpursdvnvu,0,365,-1,-1,,1,0.9972837
kadastrotapnu,0,365,-1,-1,,1,0.026572278
101girismobilonline,0,365,1,89,Let's Encrypt,1,0.9999175
yenisendekatil2,0,365,-1,-1,,1,0.9998192
tabpurdvnsnvu,0,365,-1,-1,,1,0.9982047
1o1-aonline,10,355,-1,-1,,1,0.75845206
hushim1987xd,1,364,-1,-1,,1,0.9999727
carseatwedge,125,240,-1,-1,,1,0.98838544
tapastkgm,0,365,-1,-1,,1,0.23039287
basvuruebncatr,0,365,-1,-1,,1,0.9999776
onlinekatilmafirsatisizlerlehemenkatil,0,365,-1,-1,,1,0.9999244
jigcheck,10,355,-1,-1,,1,0.9686876
randavutarihial,0,365,-1,-1,,1,0.8510315
altayfrsatacvrsfrdksndandkz,1,364,-1,-1,,1,0.9999691
tabpurdvnsvu,0,365,-1,-1,,1,0.9952178
cloudglbalfirsatcampanyabuguneozel,0,365,-1,-1,,1,0.9999732
vergimudurrlugu,166,198,-1,-1,,1,0.99756277
tabpurdvnvu,0,365,-1,-1,,1,0.9845495
xn--yapkredm-vkbe,77,288,-1,-1,,1,0.9998399
online-sipariss-firsatlarii1033,2678,243,-1,-1,,1,0.9999987
xn--cgronlinehabertrkigiri-6lc39uea,0,365,1,89,Let's Encrypt,1,0.99998605
xn--imersorqula-l9a,0,365,-1,-1,,1,0.99997973
saricicek11,91,274,-1,-1,,1,0.9240015
a101buhaftayaozelfirsalarcom,0,365,-1,-1,,1,0.9995221
zanexpro,74,291,-1,-1,,1,0.17279997
infolanmam,0,365,-1,-1,,1,0.066584125
kuvevt-web-ssbesi-kmpanylari617,2678,243,292,77,Sectigo Limited,1,0.9999969
tabpurndvsvu,1,364,-1,-1,,1,0.9966042
ernmlk,0,365,-1,-1,,1,0.97852296
ptt-gov,4,361,-1,-1,,1,0.9985506
mineevdepaketleme,0,365,1,89,Let's Encrypt,1,0.99921227
evlilikkredibasvuru2023,0,365,-1,-1,,1,0.99991584
sahibinden,19,346,-1,-1,,1,0.99630356
online-sipariss-firsatlarii101,2678,243,-1,-1,,1,0.999997
yeniyeni17,1,364,-1,-1,,1,0.9934453
ilanimizguvende,21,343,-1,-1,,1,0.94735545
rndvuhizli,1,364,-1,-1,,1,0.018587898
trammmerssgulaaa,1,364,-1,-1,,1,0.9754285
robisongiri,29,336,-1,-1,,1,0.119714454
yenisendekatil,0,365,-1,-1,,1,0.98754984
sentinelw,7,358,-1,-1,,1,0.79702127
acikdeniz,0,365,-1,-1,,1,0.83700734
acikdeniz,0,365,-1,-1,,1,0.83700734
firsatimgezegenim,0,365,-1,-1,,1,0.99870646
firsatimgezegen,0,365,-1,-1,,1,0.9977756
yolcu360,60,305,-1,-1,,1,0.35523906
tmrsajhcnasdk,3,362,-1,-1,,1,0.99995637
jjwtrf,0,365,-1,-1,,1,0.99863154
fibabaqnk3-intt-ssvbessi-webhizmtkh621,2678,243,292,77,Sectigo Limited,1,0.9999969
sahibindenguvenlialisveris-mobildepartmani,0,365,-1,-1,,1,0.9999994
kyrexpro,56,309,-1,-1,,1,0.08285076
360yyollcum,1,364,-1,-1,,1,0.9875425
uyapdosyam,1,364,-1,-1,,1,0.8502514
gofilom,17,347,-1,-1,,1,0.11816818
gofilom,17,347,-1,-1,,1,0.11816818
evlilikkredi,1,363,-1,-1,,1,0.02436332
xn--brdagelaltridae-n6c,3,362,-1,-1,,1,0.9999943
turkiepetrolleri,8,357,-1,-1,,1,0.002637071
vmdskavmdasasd,3,362,-1,-1,,1,0.9940889
mobilhattim,14,351,-1,-1,,1,0.7199166
profilinekimbakti,6,359,-1,-1,,1,0.99865437
app-turkiye,4,361,-1,-1,,1,0.9993374
alisveris-online,106,258,-1,-1,,1,0.93531185
alisveris-online,106,258,-1,-1,,1,0.93531185
sahibinden-param,44,321,-1,-1,,1,0.9999243
sahibinden,16,349,-1,-1,,1,0.99630356
param,42,323,-1,-1,,1,0.10852463
sahibinden,17,348,-1,-1,,1,0.99630356
onay-tr,29,336,-1,-1,,1,0.95686024
sahibinden,29,336,-1,-1,,1,0.99630356
sahibinden,23,342,-1,-1,,1,0.99630356
onaylamaservisi,23,342,-1,-1,,1,0.74817264
sahibinden,41,324,-1,-1,,1,0.99630356
sahibinden,33,332,-1,-1,,1,0.99630356
sahibinden-param,35,330,-1,-1,,1,0.9999243
letgoalim,28,337,-1,-1,,1,0.41463673
trendyol-express,30,335,-1,-1,,1,0.97632957
e-onlinem,38,327,-1,-1,,1,0.8612164
online-urun,44,321,-1,-1,,1,0.93230426
onlinealimim,42,323,-1,-1,,1,0.14375323
urunlerin,44,321,-1,-1,,1,0.20409687
paranonline,48,317,-1,-1,,1,0.762253
online-app,56,308,-1,-1,,1,0.99762243
ernlanstmasn2,2,363,-1,-1,,1,0.87760395
xn--iadelerkartlarm-llc,17,348,-1,-1,,1,0.9999888
sah-x-b-ndenmobile,4,361,-1,-1,,1,0.99975234
tmo-randevu,9,356,-1,-1,,1,0.7366807
trkjsjue,0,365,-1,-1,,1,0.999511
trfkdv,0,365,-1,-1,,1,0.9053775
sahibinden,17,348,-1,-1,,1,0.99630356
e-alisverisin,17,348,-1,-1,,1,0.9698052
digital-denizde,0,365,-1,-1,,1,0.9869752
grantttsl,3,362,-1,-1,,1,0.5202623
kakashiw,214,150,-1,-1,,1,0.7802815
digital-deniz,0,365,-1,-1,,1,0.60630345
e-bsvral,2,362,-1,-1,,1,0.8783768
gonulluhane,14,350,-1,-1,,1,0.06788964
hizlicahasarddurumuorren,1,364,-1,-1,,1,0.9839843
arachasrrmsorglasna,2,363,-1,-1,,1,0.99568695
hizllihassarogren,1,364,-1,-1,,1,0.78273505
dijitalden-deniz-giris,1,364,-1,-1,,1,0.999948
evrenyardimerkezi,34,331,-1,-1,,1,0.9874164
sonmezdernegi,1,364,2,88,Let's Encrypt,1,0.008897732
kurulusuhuzur,21,344,-1,-1,,1,0.00416223
hayretettirn,1,364,-1,-1,,1,0.12228203
guvendeparam,3,361,1,89,Let's Encrypt,1,0.9968478
turkelipaketleme,1,364,1,89,Let's Encrypt,1,0.5046132
aktr2,3,362,-1,-1,,1,0.7461616
dvltonlineislmgovxtrc2,1,364,-1,-1,,1,0.9998642
bireysel-yukselt,0,365,-1,-1,,1,0.99992895
emlkortak,1,364,-1,-1,,1,0.16736023
mektebimvakfi,0,365,-1,-1,,1,0.39292693
emredenizecokasik,3,362,-1,-1,,1,0.0722015
vakbasbanavak,0,365,-1,-1,,1,0.17265834
onayyysubevakiiff,0,365,-1,-1,,1,0.9998809
mahsunshuzky,41,324,-1,-1,,1,0.9930194
tabpursdvnvsu,1,364,-1,-1,,1,0.99902856
guvenli-alisveris-tr,0,365,-1,-1,,1,0.99998426
selemane,3,362,-1,-1,,1,0.21227746
tencentcampangybitterflovebiance,0,365,-1,-1,,1,0.99997914
garantt,1,364,-1,-1,,1,0.7222224
smotksn,4,361,-1,-1,,1,0.5766674
globalday-bn-firsatiyakala,0,365,-1,-1,,1,0.99773324
dawnmitton,78,287,-1,-1,,1,0.26039484
paramguvende-odeme-sahibinden,0,365,-1,-1,,1,0.99999845
bursiyeregitimvakfi,0,365,-1,-1,,1,0.038442746
buguneozelfirsatglball-campanyasizlerebasvru,0,365,-1,-1,,1,0.9999976
e-guvenli-alisveris,0,365,-1,-1,,1,0.998126
tekenkenege,0,365,-1,-1,,1,0.035729248
nk-vaikf,3,362,-1,-1,,1,0.7577373
iptvcr,44,321,45,45,Let's Encrypt,1,0.98766685
giris,3,362,-1,-1,,1,0.18865402
garantiemekli,10,355,-1,-1,,1,0.10206458
vaksabansadsa,0,365,-1,-1,,1,0.9800677
acikdijital,3,362,-1,-1,,1,0.10476981
tumrandavu,0,365,-1,-1,,1,0.3818325
globalbasvuru-bn-hediyenial,0,365,-1,-1,,1,0.99998987
global-bn-basvuruozeldays,0,365,-1,-1,,1,0.99996567
s-sahibinden,9,356,-1,-1,,1,0.9997228
snguvende,9,356,-1,-1,,1,0.93359655
trmrborcodemeyap,0,365,-1,-1,,1,0.9999664
sahibinden-paramguvende,9,356,-1,-1,,1,0.9999943
e-alisverislerin,9,356,-1,-1,,1,0.9609459
royalecik,0,365,-1,-1,,1,0.15143743
kayavakfi,2,363,-1,-1,,1,0.1004787
vsdavkfsksadasd,4,361,-1,-1,,1,0.99960107
subedigital,0,365,-1,-1,,1,0.74646693
bu-kampanya-teknosa,0,365,-1,-1,,1,0.9999424
basvurunda-onay-tr,0,365,-1,-1,,1,0.9999932
halkoindirimle,0,365,-1,-1,,1,0.9997733
halkdunyasi,0,365,-1,-1,,1,0.37252417
vesalesa,0,365,-1,-1,,1,0.22143888
halkhemensigorta,0,365,-1,-1,,1,0.34792843
basvur-tr-deniz,0,365,-1,-1,,1,0.9999788
hemenrandxvu,2,363,-1,-1,,1,0.999292
istbellbm,11,354,-1,-1,,1,0.8406698
yazfirsatlaribnnglblde,0,365,-1,-1,,1,0.99994266
giris-deniz-tr,0,365,-1,-1,,1,0.99994516
yazfirsatibnansda,0,365,-1,-1,,1,0.9993087
randavuyal,0,365,-1,-1,,1,0.006484345
vesalesna,0,365,-1,-1,,1,0.37925002
tumrandavular,0,365,-1,-1,,1,0.48275456
hasardurumllogren,0,365,-1,-1,,1,0.9941857
tpssrnsu,4,361,-1,-1,,1,0.9540869
trmerimiz,1,364,-1,-1,,1,0.88871384
sigortaldim,0,365,-1,-1,,1,0.5404512
trendyol,4,361,-1,-1,,1,0.3991819
hizmet-alim,4,361,-1,-1,,1,0.8641915
vesalena,0,365,-1,-1,,1,0.13794209
sigortaladima,0,365,-1,-1,,1,0.29170188
resmirandevu,10,355,-1,-1,,1,0.21594702
kimselerhushimxd,2,363,-1,-1,,1,0.9906013
raykonumateslimkiralama,0,365,-1,-1,,1,0.21617953
xn--apkday-u9a,2,363,-1,-1,,1,0.9999366
bilgi-sorgulaonline,2679,242,293,76,Sectigo Limited,1,0.99988115
bnbbakiyeyarisiiade,0,365,-1,-1,,1,0.9999325
tmmoxoorannxdvvv,1,364,-1,-1,,1,0.99208015
tarimrandevusu,10,355,-1,-1,,1,0.9156371
istanbulbelbim,11,354,-1,-1,,1,0.91504997
royalecik,11,354,-1,-1,,1,0.15143743
randavualin,0,365,-1,-1,,1,0.71791077
istdeserli,8,357,-1,-1,,1,0.024110405
evlilykredisibasvuyurusux,2,363,-1,-1,,1,0.9999721
xn--cmrtrindislakgltr-3jd,1,364,-1,-1,,1,0.9999876
bnbasvurum-tr,0,365,-1,-1,,1,0.99996793
sektorecoktumoccccistediginkadarusomathahaha,0,365,-1,-1,,1,0.9995906
vakiffffs,2,363,-1,-1,,1,0.99971956
ataturkapp,3,362,-1,-1,,1,0.055635743
hizmettesiniryokkesintisiz,1,364,-1,-1,,1,0.97040266
dyr-tkcn,14,351,-1,-1,,1,0.9961189
paldldvt-dvt,1,364,-1,-1,,1,0.9999703
vakkkfffi,1,364,-1,-1,,1,0.9996643
ananain,1,364,-1,-1,,1,0.15973859
pooleandpheasant,18,347,-1,-1,,1,0.95448303
oceanfreerobux,4,361,-1,-1,,1,0.98611474
tmoferraridenhizliyiz,14,351,-1,-1,,1,0.99473464
fedbackcontactsport,40,325,-1,-1,,1,0.38429078
